T,O,H,L,C
1514798160,0.43737,0.41317,0.44479,0.42745
1514798400,0.42736,0.40506,0.43583,0.41043
1514798640,0.41085,0.39431,0.41573,0.41421
1514798880,0.41421,0.40607,0.43067,0.40613
1514799120,0.40663,0.38411,0.40741,0.3899
1514799360,0.39007,0.37558,0.3923,0.38014
1514799600,0.3796,0.3745,0.38784,0.37655
1514799840,0.37628,0.37525,0.40664,0.39231
1514800080,0.39218,0.39218,0.4173,0.41332
1514800320,0.41308,0.40403,0.42063,0.41486
1514800560,0.41461,0.41233,0.4262,0.42152
1514800800,0.42107,0.41932,0.43084,0.42365
1514801040,0.42394,0.40462,0.42678,0.42493
1514801280,0.42538,0.41272,0.43249,0.42912
1514801520,0.42929,0.41608,0.43219,0.42118
1514801760,0.42075,0.4058,0.42523,0.41303
1514802000,0.4128,0.39784,0.42618,0.40061
1514802240,0.4001,0.38495,0.40205,0.39096
1514802480,0.39051,0.38568,0.40248,0.39057
1514802720,0.3905,0.38958,0.41423,0.4079
1514802960,0.40782,0.40307,0.42048,0.41837
1514803200,0.41827,0.41025,0.42156,0.41239
1514803440,0.41277,0.39718,0.42074,0.40334
1514803680,0.40277,0.38866,0.40277,0.38926
1514803920,0.3893,0.38306,0.40267,0.3944
1514804160,0.39392,0.37055,0.40003,0.3728
1514804400,0.37242,0.35229,0.37893,0.35325
1514804640,0.3537,0.34894,0.36256,0.34894
1514804880,0.34896,0.33762,0.36161,0.35014
1514805120,0.35066,0.32343,0.3519,0.32553
1514805360,0.32597,0.32208,0.34848,0.33702
1514805600,0.33699,0.32069,0.34221,0.32435
1514805840,0.3244,0.31911,0.34505,0.33806
1514806080,0.33847,0.32042,0.34361,0.32396
1514806320,0.32378,0.30895,0.3266,0.31077
1514806560,0.31101,0.30127,0.32274,0.32256
1514806800,0.32252,0.31951,0.35223,0.34332
1514807040,0.34322,0.33587,0.35264,0.35244
1514807280,0.35219,0.33753,0.36213,0.34301
1514807520,0.34254,0.29593,0.34254,0.29593
1514807760,0.29567,0.29507,0.31598,0.30876
1514808000,0.30893,0.28139,0.30955,0.29009
1514808240,0.2896,0.26946,0.29559,0.27547
1514808480,0.27576,0.27051,0.29977,0.29012
1514808720,0.29066,0.28338,0.30553,0.28457
1514808960,0.28438,0.27478,0.28803,0.28754
1514809200,0.28747,0.27942,0.29377,0.27973
1514809440,0.27994,0.27963,0.29394,0.29013
1514809680,0.28958,0.2886,0.30456,0.29528
1514809920,0.29555,0.2877,0.30006,0.29478
1514810160,0.29443,0.29229,0.34009,0.33067
1514810400,0.33036,0.32739,0.34209,0.33713
1514810640,0.33665,0.32428,0.34724,0.32745
1514810880,0.32774,0.31229,0.33726,0.31461
1514811120,0.31507,0.31398,0.334,0.32661
1514811360,0.32644,0.30858,0.33592,0.30933
1514811600,0.30976,0.30684,0.32392,0.32011
1514811840,0.32002,0.31499,0.34923,0.31897
1514812080,0.31945,0.3139,0.33236,0.33151
1514812320,0.33153,0.31153,0.3446,0.32241
1514812560,0.32236,0.31338,0.32663,0.31916
1514812800,0.31877,0.31583,0.34719,0.33607
1514813040,0.33659,0.32504,0.33901,0.33155
1514813280,0.33204,0.32356,0.33875,0.33098
1514813520,0.33133,0.32816,0.34332,0.33932
1514813760,0.33966,0.32768,0.3534,0.34867
1514814000,0.34867,0.33967,0.36667,0.36243
1514814240,0.36199,0.35403,0.36759,0.36479
1514814480,0.36501,0.36249,0.37521,0.36287
1514814720,0.36318,0.33492,0.36361,0.35347
1514814960,0.35291,0.34416,0.35907,0.35687
1514815200,0.35723,0.34994,0.36846,0.36357
1514815440,0.36366,0.35528,0.36662,0.3571
1514815680,0.35698,0.34732,0.37748,0.37748
1514815920,0.37749,0.37518,0.42266,0.42054
1514816160,0.42059,0.41541,0.43262,0.43056
1514816400,0.43004,0.42887,0.45444,0.44339
1514816640,0.44329,0.4415,0.48274,0.47944
1514816880,0.47982,0.46281,0.48405,0.47055
1514817120,0.47083,0.46681,0.47689,0.4701
1514817360,0.47034,0.45915,0.47805,0.47443
1514817600,0.47419,0.46115,0.48044,0.47172
1514817840,0.47158,0.46188,0.47945,0.47274
1514818080,0.47242,0.46932,0.48646,0.46972
1514818320,0.4699,0.4687,0.50609,0.50609
1514818560,0.506,0.49651,0.51342,0.50027
1514818800,0.50075,0.48774,0.5063,0.49796
1514819040,0.49809,0.48543,0.50222,0.49533
1514819280,0.4954,0.48153,0.4988,0.49558
1514819520,0.49527,0.47981,0.49729,0.48437
1514819760,0.48402,0.48013,0.49806,0.48124
1514820000,0.48083,0.4717,0.49377,0.47401
1514820240,0.47429,0.46077,0.48694,0.47186
1514820480,0.4716,0.44677,0.47212,0.44709
1514820720,0.4473,0.43852,0.45642,0.44558
1514820960,0.44502,0.41272,0.44885,0.41535
1514821200,0.41524,0.40671,0.42076,0.41548
1514821440,0.41521,0.39849,0.4186,0.40081
1514821680,0.40095,0.39822,0.41592,0.41203
1514821920,0.41179,0.37431,0.41205,0.37561
1514822160,0.37604,0.37427,0.40346,0.38857
1514822400,0.38896,0.37907,0.42017,0.41819
1514822640,0.41801,0.40664,0.43573,0.43498
1514822880,0.43477,0.42477,0.45799,0.45305
1514823120,0.45347,0.42646,0.45905,0.44409
1514823360,0.44417,0.43838,0.46236,0.45241
1514823600,0.45255,0.43091,0.45867,0.43589
1514823840,0.43578,0.41764,0.43994,0.4274
1514824080,0.42749,0.40515,0.43222,0.41583
1514824320,0.41613,0.40062,0.4208,0.41979
1514824560,0.41996,0.40468,0.42368,0.4142
1514824800,0.41366,0.3984,0.42317,0.40424
1514825040,0.40386,0.3901,0.41465,0.41367
1514825280,0.4135,0.40073,0.4238,0.40935
1514825520,0.40882,0.39943,0.42614,0.42614
1514825760,0.42607,0.42331,0.43655,0.43549
1514826000,0.43534,0.42491,0.43712,0.43064
1514826240,0.43067,0.42235,0.4376,0.43199
1514826480,0.43191,0.4261,0.44568,0.44046
1514826720,0.44021,0.43554,0.45029,0.44917
1514826960,0.44923,0.43684,0.45732,0.45101
1514827200,0.45139,0.42614,0.45417,0.43189
1514827440,0.43171,0.43006,0.44869,0.43443
1514827680,0.43449,0.42523,0.44109,0.42523
1514827920,0.42553,0.41327,0.44482,0.44316
1514828160,0.4427,0.43568,0.45574,0.4502
1514828400,0.45067,0.44035,0.47039,0.46822
1514828640,0.46836,0.46836,0.49457,0.48625
1514828880,0.486,0.48457,0.51219,0.5021
1514829120,0.50242,0.49848,0.53102,0.52644
1514829360,0.52667,0.52464,0.54663,0.53204
1514829600,0.53242,0.52388,0.55347,0.54922
1514829840,0.54934,0.54832,0.56422,0.55731
1514830080,0.55739,0.52308,0.55915,0.52401
1514830320,0.52454,0.52175,0.53711,0.53438
1514830560,0.53408,0.5002,0.53539,0.5039
1514830800,0.50344,0.49943,0.53843,0.53387
1514831040,0.53399,0.52932,0.54123,0.53669
1514831280,0.53665,0.52158,0.5391,0.53903
1514831520,0.53889,0.53649,0.55165,0.54567
1514831760,0.54525,0.52329,0.54975,0.52368
1514832000,0.52313,0.51171,0.5289,0.52589
1514832240,0.52583,0.52236,0.53764,0.53486
1514832480,0.53439,0.51778,0.53459,0.52264
1514832720,0.52233,0.49521,0.52387,0.49603
1514832960,0.4956,0.4956,0.5382,0.53413
1514833200,0.53416,0.49308,0.53695,0.49466
1514833440,0.49417,0.48164,0.49654,0.4878
1514833680,0.48734,0.47167,0.4923,0.48441
1514833920,0.48469,0.45915,0.48697,0.47039
1514834160,0.46998,0.43991,0.47385,0.44815
1514834400,0.44825,0.43945,0.45906,0.4426
1514834640,0.44214,0.43164,0.46425,0.44835
1514834880,0.44782,0.44748,0.47738,0.47572
1514835120,0.47533,0.4625,0.48613,0.47007
1514835360,0.46982,0.44656,0.47769,0.44656
1514835600,0.4468,0.43461,0.45205,0.4479
1514835840,0.44777,0.42229,0.44958,0.42375
1514836080,0.42319,0.42316,0.4701,0.4701
1514836320,0.47021,0.4652,0.48144,0.48096
1514836560,0.48118,0.47635,0.49099,0.48178
1514836800,0.48203,0.47544,0.51826,0.51627
1514837040,0.51581,0.50763,0.52425,0.52286
1514837280,0.52252,0.51368,0.53221,0.52171
1514837520,0.52228,0.52107,0.54803,0.53806
1514837760,0.53814,0.52473,0.53958,0.52577
1514838000,0.52533,0.52533,0.56901,0.55799
1514838240,0.55841,0.55697,0.57479,0.5676
1514838480,0.56784,0.56034,0.57749,0.56095
1514838720,0.56078,0.55719,0.57651,0.5719
1514838960,0.57229,0.54782,0.57621,0.55555
1514839200,0.55534,0.53714,0.55994,0.5475
1514839440,0.54747,0.53082,0.5594,0.53208
1514839680,0.5316,0.5311,0.55488,0.55444
1514839920,0.55435,0.53704,0.5603,0.5504
1514840160,0.55031,0.54925,0.57016,0.56122
1514840400,0.56092,0.55351,0.57031,0.55709
1514840640,0.5572,0.54803,0.57011,0.55189
1514840880,0.55228,0.54779,0.56749,0.55068
1514841120,0.55099,0.53063,0.55154,0.5327
1514841360,0.5328,0.5292,0.55339,0.5363
1514841600,0.53644,0.52629,0.54976,0.54663
1514841840,0.54631,0.5351,0.54895,0.5417
1514842080,0.54155,0.53766,0.57925,0.57925
1514842320,0.57918,0.56413,0.5852,0.56422
1514842560,0.5637,0.52207,0.56629,0.52328
1514842800,0.52369,0.51424,0.52473,0.52091
1514843040,0.52047,0.51788,0.53686,0.52818
1514843280,0.52798,0.51337,0.53766,0.53251
1514843520,0.53295,0.52815,0.56668,0.56362
1514843760,0.56352,0.55827,0.57592,0.56044
1514844000,0.561,0.55461,0.57852,0.55461
1514844240,0.55428,0.55263,0.56807,0.56346
1514844480,0.56309,0.55864,0.57662,0.5682
1514844720,0.56784,0.5549,0.57517,0.56998
1514844960,0.57,0.54335,0.57551,0.55387
1514845200,0.5534,0.55269,0.59014,0.58254
1514845440,0.58224,0.58224,0.60124,0.5957
1514845680,0.59587,0.57784,0.59632,0.58084
1514845920,0.58095,0.5725,0.58772,0.58265
1514846160,0.58253,0.56328,0.58473,0.57647
1514846400,0.57593,0.5665,0.58506,0.57136
1514846640,0.57166,0.56715,0.5807,0.57637
1514846880,0.57607,0.55543,0.58242,0.56334
1514847120,0.56289,0.55451,0.5712,0.56096
1514847360,0.56151,0.54715,0.56435,0.5634
1514847600,0.56385,0.55044,0.57019,0.56208
1514847840,0.56252,0.5482,0.56335,0.55427
1514848080,0.55391,0.53585,0.5639,0.54214
1514848320,0.54212,0.53924,0.561,0.55391
1514848560,0.55391,0.53895,0.56001,0.54399
1514848800,0.54436,0.52968,0.55002,0.54753
1514849040,0.54783,0.5445,0.55952,0.55204
1514849280,0.55222,0.53888,0.5648,0.5479
1514849520,0.54806,0.54722,0.56346,0.55398
1514849760,0.55351,0.53625,0.5636,0.53674
1514850000,0.53649,0.53015,0.55922,0.5532
1514850240,0.55289,0.54809,0.58766,0.58219
1514850480,0.58231,0.57094,0.59742,0.58718
1514850720,0.58742,0.5671,0.58861,0.57645
1514850960,0.57686,0.57601,0.59534,0.59069
1514851200,0.59044,0.56565,0.59065,0.57202
1514851440,0.57179,0.55992,0.57572,0.56638
1514851680,0.56685,0.55279,0.56836,0.55498
1514851920,0.55494,0.53035,0.55544,0.53868
1514852160,0.5383,0.53635,0.55348,0.5408
1514852400,0.54094,0.53329,0.55,0.53545
1514852640,0.53493,0.53161,0.55151,0.54998
1514852880,0.5497,0.54083,0.55788,0.54229
1514853120,0.54214,0.53725,0.55378,0.55163
1514853360,0.55112,0.53154,0.55401,0.54613
1514853600,0.54569,0.53626,0.55218,0.54795
1514853840,0.54749,0.53344,0.55636,0.541
1514854080,0.54079,0.53537,0.54805,0.53649
1514854320,0.53689,0.52164,0.54477,0.53036
1514854560,0.52987,0.52138,0.54463,0.54121
1514854800,0.54171,0.52711,0.54686,0.52858
1514855040,0.52874,0.50638,0.52902,0.51309
1514855280,0.51275,0.48954,0.51737,0.49023
1514855520,0.49008,0.46366,0.49438,0.46622
1514855760,0.46579,0.43349,0.47346,0.43387
1514856000,0.43423,0.4274,0.44333,0.43869
1514856240,0.43852,0.43069,0.46058,0.45242
1514856480,0.45185,0.44815,0.46954,0.46604
1514856720,0.46577,0.46023,0.49243,0.48864
1514856960,0.489,0.45526,0.48927,0.46984
1514857200,0.46943,0.46943,0.49129,0.48733
1514857440,0.48754,0.48084,0.50125,0.484
1514857680,0.48398,0.47956,0.5012,0.49815
1514857920,0.49839,0.49645,0.53099,0.52763
1514858160,0.52802,0.52524,0.53777,0.52707
1514858400,0.52666,0.51401,0.52968,0.52611
1514858640,0.5262,0.52443,0.556,0.55057
1514858880,0.55057,0.52585,0.55119,0.53157
1514859120,0.53202,0.52467,0.5393,0.53207
1514859360,0.53188,0.52128,0.53585,0.52631
1514859600,0.52622,0.50865,0.53363,0.53093
1514859840,0.5313,0.52873,0.55582,0.55169
1514860080,0.55119,0.55036,0.57865,0.57456
1514860320,0.57471,0.56685,0.58799,0.57017
1514860560,0.57048,0.56704,0.60139,0.59266
1514860800,0.59226,0.59037,0.61312,0.61312
1514861040,0.61366,0.58636,0.61449,0.58895
1514861280,0.58875,0.57994,0.59243,0.58318
1514861520,0.58292,0.58132,0.60712,0.59994
1514861760,0.59988,0.5799,0.606,0.58158
1514862000,0.58124,0.5804,0.6152,0.60707
1514862240,0.60658,0.58958,0.60931,0.60411
1514862480,0.60407,0.6027,0.62489,0.61428
1514862720,0.61435,0.59493,0.61606,0.60206
1514862960,0.60218,0.59611,0.6117,0.60409
1514863200,0.60423,0.57861,0.60699,0.58108
1514863440,0.58053,0.54575,0.58637,0.55597
1514863680,0.55553,0.54542,0.57465,0.57228
1514863920,0.57277,0.56087,0.5808,0.57898
1514864160,0.57868,0.56216,0.5813,0.57045
1514864400,0.5708,0.55347,0.57342,0.55515
1514864640,0.55512,0.54959,0.56348,0.55233
1514864880,0.55206,0.55016,0.56822,0.55293
1514865120,0.5532,0.54252,0.56202,0.55724
1514865360,0.55767,0.55413,0.57529,0.56321
1514865600,0.56326,0.56281,0.59095,0.59004
1514865840,0.59038,0.5851,0.60481,0.59602
1514866080,0.59626,0.5931,0.61371,0.5946
1514866320,0.59464,0.59204,0.63279,0.63169
1514866560,0.63154,0.6055,0.63567,0.61934
1514866800,0.6191,0.59751,0.61947,0.59934
1514867040,0.5992,0.5927,0.60916,0.60841
1514867280,0.60855,0.60475,0.621,0.61511
1514867520,0.61473,0.59059,0.6154,0.60052
1514867760,0.60069,0.60069,0.62261,0.61906
1514868000,0.61865,0.61829,0.63862,0.62879
1514868240,0.62921,0.58882,0.62982,0.59215
1514868480,0.59178,0.58891,0.61327,0.60712
1514868720,0.60719,0.59894,0.61385,0.6131
1514868960,0.61357,0.61117,0.62605,0.61118
1514869200,0.61163,0.61002,0.63586,0.62824
1514869440,0.62854,0.62446,0.64369,0.63806
1514869680,0.63791,0.62113,0.64039,0.62963
1514869920,0.62943,0.6283,0.64265,0.63731
1514870160,0.63763,0.61515,0.63912,0.62657
1514870400,0.62696,0.60766,0.63405,0.63243
1514870640,0.63287,0.60621,0.63599,0.6066
1514870880,0.60628,0.60599,0.62361,0.61183
1514871120,0.61231,0.60164,0.62427,0.60563
1514871360,0.60522,0.56801,0.60663,0.57121
1514871600,0.5716,0.56671,0.59309,0.58579
1514871840,0.58553,0.58004,0.5941,0.58993
1514872080,0.59008,0.54474,0.59073,0.5487
1514872320,0.54855,0.53096,0.55094,0.5312
1514872560,0.531,0.5022,0.53298,0.50645
1514872800,0.50664,0.5023,0.51895,0.50784
1514873040,0.50775,0.49418,0.51496,0.49886
1514873280,0.49902,0.4984,0.51728,0.5079
1514873520,0.50776,0.47605,0.51013,0.478
1514873760,0.4785,0.46703,0.49581,0.49315
1514874000,0.49369,0.4883,0.50968,0.49228
1514874240,0.49184,0.49131,0.52962,0.51371
1514874480,0.51328,0.50533,0.51476,0.50654
1514874720,0.50664,0.49908,0.51943,0.51381
1514874960,0.51419,0.48589,0.51579,0.49459
1514875200,0.495,0.49172,0.51622,0.51051
1514875440,0.51094,0.49602,0.51709,0.49817
1514875680,0.49798,0.48892,0.51325,0.49788
1514875920,0.49826,0.46471,0.50418,0.46881
1514876160,0.46896,0.46873,0.49065,0.48924
1514876400,0.48922,0.48468,0.50622,0.50216
1514876640,0.5021,0.49592,0.51283,0.50118
1514876880,0.50119,0.48914,0.50496,0.49468
1514877120,0.49439,0.47814,0.49811,0.48275
1514877360,0.48271,0.45989,0.49166,0.46198
1514877600,0.46157,0.44687,0.47392,0.45977
1514877840,0.45969,0.43159,0.46108,0.44231
1514878080,0.44189,0.43686,0.45058,0.43956
1514878320,0.43948,0.43125,0.44887,0.44159
1514878560,0.44114,0.43625,0.47569,0.4747
1514878800,0.47527,0.45846,0.47576,0.46831
1514879040,0.46869,0.45981,0.47691,0.47675
1514879280,0.47697,0.46316,0.47757,0.47098
1514879520,0.47095,0.46523,0.49004,0.48279
1514879760,0.48327,0.4553,0.49136,0.4553
1514880000,0.45503,0.4428,0.45733,0.44904
1514880240,0.44928,0.43451,0.45081,0.4444
1514880480,0.44498,0.42184,0.45501,0.42203
1514880720,0.42172,0.41659,0.42834,0.42806
1514880960,0.4279,0.41911,0.43055,0.42588
1514881200,0.42601,0.42561,0.44859,0.44026
1514881440,0.44042,0.43464,0.44858,0.44107
1514881680,0.44109,0.43928,0.45106,0.44312
1514881920,0.44367,0.43882,0.45569,0.45507
1514882160,0.45471,0.452,0.46943,0.45594
1514882400,0.45621,0.44721,0.47029,0.45882
1514882640,0.45848,0.42235,0.46018,0.43641
1514882880,0.43637,0.42365,0.44352,0.43034
1514883120,0.43034,0.41764,0.44234,0.4413
1514883360,0.4416,0.42086,0.44444,0.44042
1514883600,0.44,0.42767,0.44285,0.44235
1514883840,0.44233,0.43914,0.46001,0.45593
1514884080,0.45612,0.4495,0.46712,0.45522
1514884320,0.45509,0.44398,0.47138,0.47122
1514884560,0.47108,0.44025,0.47318,0.4445
1514884800,0.44395,0.41792,0.44925,0.41899
1514885040,0.41851,0.40949,0.43331,0.4231
1514885280,0.42288,0.39315,0.42332,0.41357
1514885520,0.41371,0.40822,0.42742,0.40902
1514885760,0.40889,0.39521,0.41749,0.40255
1514886000,0.40271,0.39811,0.41557,0.40796
1514886240,0.40822,0.40753,0.42801,0.42284
1514886480,0.4231,0.40544,0.43254,0.41324
1514886720,0.41267,0.41251,0.43407,0.43407
1514886960,0.43455,0.43455,0.44867,0.4417
1514887200,0.44183,0.43814,0.4547,0.45224
1514887440,0.45213,0.4436,0.48537,0.48047
1514887680,0.48051,0.45725,0.48203,0.45725
1514887920,0.45722,0.44169,0.46319,0.44844
1514888160,0.44822,0.43359,0.46589,0.46249
1514888400,0.46281,0.45207,0.47205,0.46269
1514888640,0.46244,0.45429,0.46744,0.46071
1514888880,0.4607,0.45618,0.49062,0.48544
1514889120,0.48557,0.48399,0.51578,0.51049
1514889360,0.50998,0.47894,0.513,0.48682
1514889600,0.48643,0.47483,0.49737,0.48717
1514889840,0.48755,0.47112,0.49611,0.47184
1514890080,0.47146,0.46007,0.47763,0.4696
1514890320,0.4701,0.4644,0.48301,0.47291
1514890560,0.47329,0.4585,0.47506,0.46768
1514890800,0.46782,0.45738,0.47775,0.46035
1514891040,0.46084,0.44626,0.46167,0.46081
1514891280,0.46124,0.45574,0.46838,0.45762
1514891520,0.45805,0.44261,0.46564,0.45163
1514891760,0.45121,0.43333,0.45165,0.43685
1514892000,0.43741,0.42332,0.44098,0.43355
1514892240,0.434,0.43335,0.45147,0.4343
1514892480,0.4344,0.43244,0.46082,0.45429
1514892720,0.45408,0.44654,0.46335,0.45557
1514892960,0.45513,0.45217,0.48032,0.47186
1514893200,0.4719,0.46793,0.49589,0.4944
1514893440,0.49409,0.49008,0.50826,0.49237
1514893680,0.49237,0.47964,0.50111,0.48868
1514893920,0.48814,0.48572,0.52276,0.51621
1514894160,0.51658,0.50967,0.5385,0.53082
1514894400,0.5307,0.52599,0.54731,0.5457
1514894640,0.54541,0.52267,0.54948,0.52924
1514894880,0.52973,0.52481,0.53919,0.53237
1514895120,0.53253,0.52211,0.53935,0.52402
1514895360,0.5238,0.51478,0.54194,0.51478
1514895600,0.51521,0.49716,0.51563,0.512
1514895840,0.51179,0.50901,0.53225,0.51322
1514896080,0.5132,0.48931,0.51758,0.49534
1514896320,0.49554,0.49284,0.50422,0.49731
1514896560,0.49693,0.49293,0.5071,0.49564
1514896800,0.49588,0.4931,0.51746,0.51353
1514897040,0.51396,0.50039,0.51938,0.50107
1514897280,0.50139,0.49861,0.51557,0.5031
1514897520,0.50269,0.48413,0.50776,0.48526
1514897760,0.48574,0.48264,0.50539,0.50169
1514898000,0.50134,0.48325,0.51089,0.49355
1514898240,0.49392,0.48833,0.51984,0.51932
1514898480,0.51984,0.51981,0.54406,0.54248
1514898720,0.54227,0.51248,0.54601,0.51948
1514898960,0.51958,0.50583,0.52235,0.51464
