T,O,H,L,C
1515495600,0.63549,0.63059,0.63804,0.63656
1515499200,0.63645,0.63612,0.64152,0.64057
1515502800,0.64038,0.6347,0.64156,0.64006
1515506400,0.64043,0.63707,0.64267,0.63881
1515510000,0.63903,0.63672,0.64334,0.63776
1515513600,0.63744,0.62859,0.63744,0.63234
1515517200,0.63283,0.62896,0.63696,0.62981
1515520800,0.62987,0.62886,0.63902,0.63608
1515524400,0.63598,0.63231,0.64748,0.63301
1515528000,0.63279,0.63186,0.63795,0.63413
1515531600,0.63447,0.63319,0.64099,0.63605
1515535200,0.63565,0.63015,0.64268,0.6382
1515538800,0.63832,0.6366,0.64659,0.64197
1515542400,0.6415,0.63461,0.6443,0.63716
1515546000,0.63749,0.62919,0.63749,0.63247
1515549600,0.63233,0.62905,0.63908,0.63633
1515553200,0.63594,0.62805,0.6374,0.63416
1515556800,0.63378,0.63231,0.64413,0.64152
1515560400,0.64167,0.63653,0.6486,0.63699
1515564000,0.63678,0.62151,0.63696,0.62381
1515567600,0.6235,0.62175,0.63263,0.63132
1515571200,0.63108,0.63025,0.64009,0.63924
1515574800,0.63895,0.63803,0.65108,0.64923
1515578400,0.64909,0.6461,0.65262,0.6511
1515582000,0.65124,0.64335,0.65288,0.65087
1515585600,0.65085,0.64559,0.65202,0.65084
1515589200,0.65097,0.6467,0.65383,0.64973
1515592800,0.64991,0.64841,0.657,0.65517
1515596400,0.65469,0.64947,0.66047,0.65057
1515600000,0.65101,0.64478,0.65139,0.6492
1515603600,0.64957,0.64848,0.65768,0.65468
1515607200,0.65445,0.64721,0.65873,0.64721
1515610800,0.64673,0.64366,0.65078,0.6469
1515614400,0.64715,0.64255,0.64905,0.64448
1515618000,0.64444,0.63675,0.64747,0.64261
1515621600,0.64232,0.63761,0.64298,0.63868
1515625200,0.63852,0.63703,0.64645,0.64302
1515628800,0.64259,0.63858,0.64636,0.64224
1515632400,0.64188,0.6403,0.65356,0.64713
1515636000,0.64715,0.64198,0.64979,0.64388
1515639600,0.64437,0.64181,0.6518,0.65078
1515643200,0.65115,0.64776,0.65818,0.65365
1515646800,0.65411,0.65037,0.65907,0.65689
1515650400,0.65684,0.6541,0.66511,0.66284
1515654000,0.6629,0.65617,0.668,0.66754
1515657600,0.66802,0.66261,0.67182,0.66317
1515661200,0.66289,0.65395,0.66337,0.66098
1515664800,0.6611,0.65364,0.6627,0.65855
1515668400,0.65853,0.64397,0.65853,0.64453
1515672000,0.64475,0.64438,0.65481,0.65462
1515675600,0.65502,0.64728,0.65721,0.64936
1515679200,0.64972,0.64018,0.6507,0.64135
1515682800,0.64115,0.62949,0.64204,0.63573
1515686400,0.63609,0.62751,0.637,0.62886
1515690000,0.62889,0.61478,0.62918,0.61719
1515693600,0.61741,0.61024,0.62104,0.6128
1515697200,0.61239,0.61155,0.62208,0.62012
1515700800,0.61991,0.61338,0.6222,0.61428
1515704400,0.61471,0.61304,0.62384,0.62259
1515708000,0.6221,0.61194,0.62928,0.61343
1515711600,0.61345,0.60757,0.61565,0.6099
1515715200,0.61009,0.60816,0.61676,0.61644
1515718800,0.61643,0.60665,0.61871,0.60723
1515722400,0.60755,0.60673,0.61519,0.60734
1515726000,0.6078,0.60462,0.61629,0.614
1515729600,0.61364,0.61101,0.61791,0.61488
1515733200,0.61442,0.61136,0.62313,0.62133
1515736800,0.6216,0.61807,0.6285,0.61807
1515740400,0.61856,0.61669,0.62475,0.62363
1515744000,0.6239,0.61407,0.62716,0.61434
1515747600,0.61459,0.61136,0.62955,0.62917
1515751200,0.6292,0.62666,0.63312,0.63127
1515754800,0.63107,0.62611,0.63309,0.63177
1515758400,0.63134,0.62702,0.63633,0.62787
1515762000,0.62763,0.61995,0.63417,0.61995
1515765600,0.62002,0.6173,0.62695,0.61974
1515769200,0.61962,0.61366,0.62115,0.61565
1515772800,0.61522,0.61437,0.62832,0.62184
1515776400,0.62195,0.61755,0.62634,0.62039
1515780000,0.62043,0.61844,0.62739,0.62739
1515783600,0.62785,0.62334,0.62966,0.62424
1515787200,0.62403,0.61311,0.62644,0.61378
1515790800,0.61381,0.61264,0.62026,0.6155
1515794400,0.61595,0.60717,0.61685,0.6078
1515798000,0.60791,0.59931,0.60791,0.60159
1515801600,0.60166,0.59718,0.60333,0.5985
1515805200,0.59846,0.59675,0.60438,0.59979
1515808800,0.59978,0.59549,0.61057,0.60965
1515812400,0.60965,0.60804,0.61945,0.61308
1515816000,0.61326,0.6127,0.61875,0.61531
1515819600,0.6158,0.60731,0.61738,0.60843
1515823200,0.60892,0.6077,0.62004,0.62004
1515826800,0.62021,0.6192,0.63319,0.62804
1515830400,0.62852,0.6197,0.62995,0.62764
1515834000,0.62785,0.62629,0.63304,0.63135
1515837600,0.63167,0.62887,0.64347,0.64118
1515841200,0.64141,0.64047,0.64867,0.64413
1515844800,0.64381,0.63851,0.64824,0.63903
1515848400,0.63942,0.63629,0.64351,0.63886
1515852000,0.63858,0.63429,0.6421,0.63449
1515855600,0.63408,0.6337,0.64077,0.63594
1515859200,0.63585,0.62796,0.63815,0.62838
1515862800,0.628,0.6273,0.63667,0.63667
1515866400,0.63662,0.63341,0.64423,0.64344
1515870000,0.64302,0.63737,0.64536,0.64302
1515873600,0.64339,0.63836,0.64713,0.64055
1515877200,0.6402,0.63825,0.64722,0.64341
1515880800,0.64371,0.63972,0.64743,0.64584
1515884400,0.64562,0.64449,0.65295,0.64909
1515888000,0.64931,0.64889,0.65934,0.65451
1515891600,0.65426,0.6533,0.66292,0.66104
1515895200,0.66153,0.66075,0.6663,0.66423
1515898800,0.6642,0.66304,0.67124,0.6668
1515902400,0.66728,0.65651,0.66788,0.66487
1515906000,0.66455,0.66257,0.67249,0.67031
1515909600,0.67009,0.66433,0.67009,0.66571
1515913200,0.66592,0.66512,0.67761,0.67194
1515916800,0.67201,0.67053,0.68294,0.67903
1515920400,0.67884,0.66987,0.68118,0.67944
1515924000,0.67955,0.67423,0.68376,0.67567
1515927600,0.67612,0.66376,0.67612,0.66438
1515931200,0.66431,0.65875,0.66439,0.65972
1515934800,0.65953,0.65018,0.66296,0.65048
1515938400,0.65027,0.64476,0.65891,0.6579
1515942000,0.65811,0.65664,0.66413,0.6618
1515945600,0.66138,0.65607,0.66441,0.66306
1515949200,0.66298,0.66188,0.67006,0.66768
1515952800,0.66757,0.6556,0.66854,0.65802
1515956400,0.65835,0.65423,0.66197,0.66191
1515960000,0.66153,0.65392,0.66271,0.65536
1515963600,0.6557,0.65146,0.65769,0.65414
1515967200,0.65425,0.65356,0.66465,0.66008
1515970800,0.66017,0.65377,0.66302,0.65627
1515974400,0.65633,0.65551,0.66372,0.66312
1515978000,0.66355,0.66139,0.67052,0.66592
1515981600,0.66551,0.65448,0.66552,0.65594
1515985200,0.65603,0.65502,0.66593,0.6647
1515988800,0.66467,0.66048,0.6679,0.66411
1515992400,0.66453,0.65449,0.66558,0.65536
1515996000,0.65562,0.64965,0.65729,0.65051
1515999600,0.65076,0.63882,0.65088,0.6447
1516003200,0.6452,0.64497,0.65809,0.6561
1516006800,0.65612,0.65476,0.66218,0.66203
1516010400,0.66194,0.65538,0.66682,0.65569
1516014000,0.65609,0.65338,0.66101,0.65671
1516017600,0.65635,0.65018,0.65872,0.65047
1516021200,0.65088,0.64944,0.65799,0.65672
1516024800,0.65684,0.64898,0.65843,0.65338
1516028400,0.65288,0.64232,0.65605,0.64286
1516032000,0.64312,0.63212,0.64386,0.63492
1516035600,0.63445,0.6316,0.64092,0.63942
1516039200,0.63921,0.62944,0.64042,0.6305
1516042800,0.63041,0.63041,0.6434,0.63935
1516046400,0.63921,0.63744,0.65019,0.64956
1516050000,0.65007,0.64603,0.65348,0.65164
1516053600,0.65138,0.64687,0.65568,0.6535
1516057200,0.65302,0.64914,0.65544,0.65155
1516060800,0.65126,0.64576,0.65193,0.64807
1516064400,0.64787,0.63609,0.65254,0.63856
1516068000,0.63814,0.63449,0.64624,0.64336
1516071600,0.64337,0.63366,0.64627,0.63736
1516075200,0.63708,0.63689,0.65667,0.65667
1516078800,0.65663,0.64461,0.65663,0.65055
1516082400,0.65093,0.64774,0.65407,0.65146
1516086000,0.65119,0.63725,0.65183,0.63893
1516089600,0.63901,0.63646,0.64705,0.63764
1516093200,0.63728,0.63672,0.6482,0.63872
1516096800,0.63835,0.62956,0.63997,0.6315
1516100400,0.63183,0.62617,0.6334,0.63204
1516104000,0.63216,0.63129,0.64281,0.63836
1516107600,0.63842,0.6353,0.64782,0.64425
1516111200,0.6447,0.64097,0.64652,0.64277
1516114800,0.64304,0.63916,0.64718,0.6451
1516118400,0.6448,0.64391,0.6564,0.656
1516122000,0.65553,0.64556,0.65655,0.64806
1516125600,0.64816,0.63752,0.64874,0.63829
1516129200,0.63804,0.62901,0.63903,0.63247
1516132800,0.63215,0.62784,0.63727,0.63657
1516136400,0.63673,0.62516,0.63673,0.63095
1516140000,0.63069,0.62303,0.63185,0.6252
1516143600,0.62511,0.61561,0.6255,0.62048
1516147200,0.62095,0.61095,0.6216,0.61291
1516150800,0.61275,0.60711,0.62006,0.60823
1516154400,0.608,0.60472,0.61676,0.61114
1516158000,0.61092,0.59284,0.61379,0.5936
1516161600,0.59313,0.58931,0.59695,0.59669
1516165200,0.59634,0.5863,0.59634,0.5863
1516168800,0.58639,0.58097,0.58705,0.58325
1516172400,0.58324,0.58103,0.58984,0.58624
1516176000,0.5859,0.58363,0.59102,0.59102
1516179600,0.591,0.58152,0.59489,0.58961
1516183200,0.58919,0.58919,0.59786,0.595
1516186800,0.59483,0.59107,0.5996,0.59783
1516190400,0.59799,0.59645,0.60406,0.5998
1516194000,0.60007,0.59963,0.6089,0.606
1516197600,0.60607,0.5997,0.60711,0.60061
1516201200,0.60049,0.59761,0.60548,0.60074
1516204800,0.60088,0.59983,0.60724,0.6055
1516208400,0.60564,0.60564,0.61199,0.60849
1516212000,0.60816,0.59815,0.60816,0.59919
1516215600,0.59911,0.59174,0.60368,0.59434
1516219200,0.59458,0.5904,0.60064,0.5904
1516222800,0.59001,0.58073,0.59008,0.58698
1516226400,0.58739,0.57703,0.58856,0.57795
1516230000,0.57758,0.57747,0.59268,0.59231
1516233600,0.59251,0.5862,0.5962,0.59036
1516237200,0.59047,0.58862,0.59803,0.58862
1516240800,0.58841,0.58815,0.59911,0.59436
1516244400,0.59476,0.59059,0.59965,0.59872
1516248000,0.59903,0.58822,0.59903,0.59086
1516251600,0.5912,0.5847,0.59992,0.58601
1516255200,0.58553,0.582,0.59295,0.582
1516258800,0.58153,0.57935,0.59359,0.59336
1516262400,0.59337,0.58323,0.59631,0.58442
1516266000,0.58423,0.57172,0.58507,0.57172
1516269600,0.57154,0.56871,0.57659,0.57648
1516273200,0.5768,0.57362,0.57996,0.57947
1516276800,0.57931,0.57384,0.58009,0.57645
1516280400,0.57595,0.57216,0.58198,0.58047
1516284000,0.58091,0.57493,0.58216,0.57531
1516287600,0.57501,0.57234,0.57942,0.57398
1516291200,0.57444,0.57095,0.58391,0.58391
1516294800,0.58346,0.58009,0.58646,0.58362
1516298400,0.58318,0.58031,0.59231,0.58756
1516302000,0.58801,0.58096,0.59295,0.58153
1516305600,0.58119,0.57773,0.58494,0.57788
1516309200,0.57745,0.57529,0.58238,0.57636
1516312800,0.5759,0.57006,0.57773,0.5731
1516316400,0.57277,0.56006,0.57387,0.56969
1516320000,0.56971,0.56674,0.57275,0.56696
1516323600,0.56716,0.56457,0.57296,0.56648
1516327200,0.56697,0.56539,0.57173,0.56816
1516330800,0.56789,0.56733,0.57771,0.57712
1516334400,0.57746,0.57176,0.58035,0.57217
1516338000,0.57168,0.56879,0.57667,0.57388
1516341600,0.57413,0.57119,0.58056,0.57571
1516345200,0.57563,0.55837,0.57763,0.55837
1516348800,0.55834,0.55013,0.56034,0.56034
1516352400,0.56053,0.54953,0.56139,0.55189
1516356000,0.5517,0.54164,0.55204,0.54515
1516359600,0.54539,0.53433,0.55003,0.53537
1516363200,0.53551,0.52103,0.53614,0.52358
1516366800,0.52324,0.51932,0.52555,0.52122
1516370400,0.52072,0.51343,0.52485,0.51707
1516374000,0.51705,0.51436,0.5196,0.51558
1516377600,0.51562,0.51562,0.53011,0.52704
1516381200,0.52739,0.52335,0.53756,0.53656
1516384800,0.53699,0.53399,0.54119,0.54016
1516388400,0.53984,0.53316,0.54221,0.54101
1516392000,0.54088,0.5316,0.54438,0.53889
1516395600,0.53894,0.53321,0.54336,0.53845
1516399200,0.53851,0.53087,0.54173,0.53298
1516402800,0.53258,0.52454,0.53414,0.53117
1516406400,0.53068,0.52899,0.53751,0.53751
1516410000,0.53786,0.53195,0.54034,0.53914
1516413600,0.53872,0.53689,0.54984,0.54818
1516417200,0.5477,0.53583,0.54962,0.54323
1516420800,0.54306,0.53769,0.54772,0.53867
1516424400,0.53915,0.52957,0.53935,0.53087
1516428000,0.53048,0.52318,0.53375,0.52733
1516431600,0.52689,0.52531,0.53259,0.52603
1516435200,0.52615,0.52525,0.53775,0.5331
1516438800,0.5331,0.52955,0.53491,0.53426
1516442400,0.53451,0.5336,0.54268,0.54205
1516446000,0.54187,0.53915,0.55072,0.54317
1516449600,0.54334,0.53186,0.54334,0.53683
1516453200,0.53658,0.53473,0.54789,0.5444
1516456800,0.54441,0.53618,0.54587,0.54176
1516460400,0.54144,0.53266,0.54416,0.53408
1516464000,0.53401,0.53148,0.54467,0.53984
1516467600,0.53987,0.53652,0.54684,0.54075
1516471200,0.54046,0.53392,0.54341,0.53574
1516474800,0.53524,0.53426,0.53947,0.5358
1516478400,0.5355,0.5308,0.54108,0.53813
1516482000,0.53801,0.53401,0.54653,0.54653
1516485600,0.54665,0.54308,0.54919,0.54884
1516489200,0.5492,0.54233,0.55344,0.54708
1516492800,0.54738,0.54419,0.55207,0.54984
1516496400,0.55001,0.54646,0.55603,0.55293
1516500000,0.55336,0.55336,0.56221,0.55508
1516503600,0.55512,0.55292,0.55973,0.55973
1516507200,0.56003,0.55114,0.56221,0.55336
1516510800,0.55312,0.55054,0.55845,0.55097
1516514400,0.55081,0.55001,0.55586,0.55147
1516518000,0.55122,0.54423,0.55516,0.55516
1516521600,0.55557,0.55316,0.56805,0.56794
1516525200,0.56832,0.56115,0.5717,0.56954
1516528800,0.56968,0.5642,0.57589,0.57523
1516532400,0.57558,0.56919,0.57758,0.57314
1516536000,0.57331,0.56922,0.57736,0.57477
1516539600,0.57429,0.57429,0.5812,0.57897
1516543200,0.5785,0.57028,0.57939,0.57172
1516546800,0.57194,0.55893,0.57208,0.56138
1516550400,0.56139,0.54658,0.56139,0.54658
1516554000,0.54624,0.54248,0.54925,0.54526
1516557600,0.54483,0.54102,0.551,0.551
1516561200,0.55061,0.54972,0.56299,0.54972
1516564800,0.54934,0.54781,0.55732,0.55481
1516568400,0.5549,0.54927,0.55811,0.55226
1516572000,0.55202,0.53379,0.55253,0.53379
1516575600,0.5338,0.51915,0.53707,0.52695
1516579200,0.52645,0.5257,0.53488,0.53173
1516582800,0.53179,0.5297,0.54086,0.53016
1516586400,0.53017,0.52072,0.53218,0.52436
1516590000,0.52394,0.5231,0.53478,0.53279
1516593600,0.53241,0.52296,0.53368,0.5263
1516597200,0.52621,0.52253,0.52967,0.52709
1516600800,0.52747,0.52481,0.53997,0.53997
1516604400,0.53992,0.53894,0.5498,0.54679
1516608000,0.5471,0.53893,0.54756,0.54183
1516611600,0.54171,0.54171,0.55224,0.54861
1516615200,0.54831,0.54749,0.55943,0.55457
1516618800,0.55483,0.55386,0.56117,0.55818
1516622400,0.55778,0.54567,0.56148,0.54941
1516626000,0.54989,0.5472,0.55749,0.5564
1516629600,0.55596,0.54174,0.55596,0.54715
1516633200,0.54682,0.54365,0.5493,0.54625
1516636800,0.54586,0.54224,0.55201,0.54944
1516640400,0.54906,0.54791,0.55702,0.55131
1516644000,0.55141,0.55062,0.56452,0.56452
1516647600,0.56418,0.56011,0.56855,0.56148
1516651200,0.56169,0.5482,0.56186,0.54961
1516654800,0.55,0.54782,0.55956,0.55848
1516658400,0.55801,0.54889,0.55867,0.55567
1516662000,0.55526,0.55351,0.56005,0.55888
1516665600,0.55932,0.55729,0.56687,0.56449
1516669200,0.56497,0.5607,0.56612,0.56575
1516672800,0.56608,0.56434,0.57642,0.57055
1516676400,0.57048,0.56586,0.57715,0.57657
1516680000,0.57692,0.57006,0.58219,0.57033
1516683600,0.56994,0.56066,0.57283,0.56212
1516687200,0.56172,0.55697,0.56841,0.56654
1516690800,0.56607,0.5575,0.56725,0.56262
1516694400,0.56261,0.55659,0.56567,0.56377
1516698000,0.5638,0.56373,0.57606,0.57554
1516701600,0.57554,0.57443,0.58257,0.58247
1516705200,0.58201,0.58094,0.58778,0.58372
1516708800,0.58329,0.58263,0.59575,0.59432
1516712400,0.594,0.58769,0.59709,0.58769
1516716000,0.58749,0.582,0.59062,0.58595
1516719600,0.5859,0.58572,0.59516,0.58961
1516723200,0.58954,0.58878,0.59907,0.59618
1516726800,0.59623,0.59316,0.601,0.59878
1516730400,0.59908,0.59567,0.60213,0.60209
1516734000,0.60194,0.59857,0.60666,0.60255
1516737600,0.60292,0.60114,0.61069,0.60498
1516741200,0.60548,0.5998,0.60869,0.60136
1516744800,0.60136,0.59621,0.60431,0.60265
1516748400,0.60263,0.60129,0.60988,0.60713
1516752000,0.60708,0.60011,0.61259,0.60473
1516755600,0.60487,0.59882,0.60597,0.60331
1516759200,0.60352,0.60025,0.61058,0.60876
1516762800,0.60853,0.60072,0.60988,0.60149
1516766400,0.60103,0.59985,0.61115,0.61074
1516770000,0.61081,0.60793,0.6154,0.61231
1516773600,0.61281,0.61247,0.63039,0.62327
1516777200,0.62296,0.61747,0.62866,0.62793
